,Title,Price,Rating,Store,Reviews,shipping,Positive Feedback %,Image,Link,Location,Returns
25,bareMinerals Mineralist Hydrating Lip Gloss Balm 0.13 Fl Oz - Choose Your Shade,,,dealsallday1-9,5300,Free delivery,99.5,https://i.ebayimg.com/images/g/ExsAAeSwmuFowCUt/s-l140.webp,https://www.ebay.com/itm/406199706319?_skw=lip_gloss&itmmeta=01KQEGMHT100FRTRGD882KWQA2&hash=item5e9363a2cf:g:ExsAAeSwmuFowCUt&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBBnTezRvc570IpOyB3PsYr%2BOs%2FoWvot9%2Bz1QyFDOv7NPBhPfg12YQ0wPjfCMjT4H3CJ4wTs4WcIr9LRQ4oUTR9MsriTaeWNrDsc03NUhxESzzgGfdniep4OEfEDFJZ8yjh9b4AtnQTXnP5VFx44zW0O8ELF0ot7kP7ZF%2FPdPiZtZCF03hn6%2BuB1EA7ZUxS3UdNLcVmbpzVQXJ8zi9fRQqz5pEmCCodMe6hTOkYRDJNa%2B921yhDetGwFQSj6SG9ROgJFseG6tl1BeeHVwqydwQe9CNmVI9R2PBNCWD4OOBIeA%3D%3D%7Ctkp%3ABk9SR6Cd0tC7Zw,Located in United States,Free returns
26,Dior Addict Lip Essentials 3pc Set + Gift Box Lip Glow & Maximizer Set NIB New,$44.99,,nationwide_distributors,6800,Free delivery,100.0,https://i.ebayimg.com/images/g/-r4AAeSwwZhp1nxX/s-l140.webp,https://www.ebay.com/itm/358355270823?_skw=lip_gloss&itmmeta=01KQEGMHT2ECV2ZNKZHQQG9XGJ&hash=item536fa37ca7:g:-r4AAeSwwZhp1nxX&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xB%2Fq995dl5PMGNTcvKsEYKKKlEwwwNx9jaGd2z7Qymt0HQaXzqduao%2Fq%2F2I5S5YZhI1K1NMC7btsN9udoSQUjYZgJRIwLlJ%2BtlvVegNIqFeVEv%2FnK238Kgtqs2kwOtW7s%2FhUr2lewsuzrMrnvJGweaGJNDzNC4eLTXSinhuBDFkZPIM2NoBerWH6WvS8JHfufcaNLEmyBdgIRThf8STwqQ2OKgLTWFkvPRC3OqD9%2B0MwQKjMWQKMncsxfXYHstS5FQ7zvI4iODfx%2Bfr4cu7DYg51wIZwbQrmlyD8MHyTBBoOw%3D%3D%7Ctkp%3ABk9SR6Cd0tC7Zw,Located in United States,Free returns
27,Rhode Peptide Lip Tint | Hydrating Lip Gloss & Moisturizing Balm – All Shades,,,frugaloutdoors,395,Free delivery,96.4,https://i.ebayimg.com/images/g/rqEAAeSwn8tp55Gp/s-l140.webp,https://www.ebay.com/itm/117155261450?_skw=lip_gloss&itmmeta=01KQEGMHT2AJQNHERY2RCFYW6D&hash=item1b46ff6c0a:g:rqEAAeSwn8tp55Gp&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xBJfQIyAXm5SVOy0RIhlFoBQgwh%2B%2FwmzUl5IefMAYCIh0lUrBpgVDZGspfigxwx4fyLVa7adyF9yo2B5sVIX9Ln01OTS8XHp12jlGKGkih%2Fanx8IXy%2BuZIBCPawPTBR93nvgRw%2ByBbHX34DxilF2h67esRe0jXTzr4xqln668OCFSGq14Ub1H5aEKrwSjU69h2TE%2FTfyBHLaDvXKfqbKeSAv%2By6%2F3USlXJ7sQeScJUqlg%3D%3D%7Ctkp%3ABk9SR6Cd0tC7Zw,Located in United States,
28,BareMinerals Mineralist Hydrating Lip Gloss-Balm - Ingenuity 💋 NEW IN BOX 💋,$12.49,,all4homeusa,24800,Free delivery,99.7,https://i.ebayimg.com/images/g/4i0AAeSw8Udp08IB/s-l140.webp,https://www.ebay.com/itm/226979362382?_skw=lip_gloss&epid=14047059328&itmmeta=01KQEGMHT2NNGYG9Y28P3A8R74&hash=item34d906364e:g:4i0AAeSw8Udp08IB&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBHHEA08EMkBjS1YGjpRlFlMtplbDWIlElVkLTPqjWkV9F9vT0nHXOqTWQ7ExC4E2hUrLXkpoGQRtvyZhEML4nrrrmgPQQSPjsmkE8nflklBIx01f0rk5m7CaBpIPD1bDyxW0l6xeN%2F9%2BOQxPcsf7INoxFtJ3sDd%2FbBWQev0hvMtf3Kn2u8v3TzizV%2FYWvaAVPhY7idjy1pRsDOxggH%2FsUhy7SfkdW%2Bl8N%2FxSM0V9ke6TlekJn7i69%2BcC%2B%2BxjvQsp20sV82Gp11l%2FJYPSMdP4o8sujS--u7%2FM%2ByqtK5sLtk4Q%3D%3D%7Ctkp%3ABFBMoJ3S0Ltn,Located in United States,Free returns
29,Clarins Water Lip Stain - 13 NUDE WATER - Full Size - .2 oz / 7 mL - New No Box,$19.00,,michda5219,1100,+$5.62 delivery,99.5,https://i.ebayimg.com/images/g/qMgAAeSwNw1p74dx/s-l140.webp,https://www.ebay.com/itm/366372797238?_skw=lip_gloss&itmmeta=01KQEGMHT2SBMVJ03WX6BZ90AH&hash=item554d853b36:g:qMgAAeSwNw1p74dx&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xBnFOZjA5l%2BHIlB%2Famfcv8jDbPP6Ryy558yPt10BEj7j5uDCGeGGw28iI42xUBf7sWIJRGy9mqgh8fmkcBZiA8%2BFEXoRz%2BBHse57d5Ba%2FF6i1mfcH%2BXlXw7XDaL3o3TTSb5tj3UNepxTMQvkitsUNG9zYOmzDmnmQ999IFBT%2FS9%2FGX51wy4VC7%2B4tkUs1kKoe%2BVPoOzz4zrK8sOtnp0tGr%2ByUwnizJEmXWtQ%2FOOdPrszbGZUEyjYEUg6Mt948i2Wwn2pchtnFhkVN06mjX%2BBYnE%7Ctkp%3ABFBMoJ3S0Ltn,Located in United States,
30,"Haus Labs Atomic Shake Lip Lacquer, 0.14 FL OZ NEW IN BOX Chose a Shade",,,higherbeautyplus,37000,Free delivery,99.3,https://i.ebayimg.com/images/g/TV0AAeSwDXRpLEyy/s-l140.webp,https://www.ebay.com/itm/267495979321?_skw=lip_gloss&itmmeta=01KQEGMHT27W3NMTDTX1T2DDED&hash=item3e4800b939:g:TV0AAeSwDXRpLEyy&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xAFQ77%2BcUat9dM9uG3BaAj%2BpOIom2DxWx%2B6F%2BOAUZ9p097R7j0v96KpDE0lgteEBQWyqRHkvAdktAXwPZ%2BrxaJauvZZ3pGqoZFayHSemJv%2F5kY9Nqbqfcpfd0Y35xQLzp17eRQPGvTF%2BQyy%2Fy5RXMecMLeW92FsyapeNgmiufcsPJB1cvWV7FpgupwYsBiUz%2Fm7quv6SsLf1B%2BBY6UW%2B1Geh1WWb551ERbPiYRgSW%2B%2BqdzN6l7yivkFjTpJo41AUkfErXEw7rNERSPn5KLir%2FT1%7Ctkp%3ABFBMoJ3S0Ltn,Located in United States,Free returns
31,Tarte Maracuja Juicy Plumping Lip Oil Gloss 2.7 ML Rose - NEW IN BOX,$12.99,,budgetcomputer2012,3100,Free delivery,100.0,https://i.ebayimg.com/images/g/8S0AAeSwb81pYx5h/s-l140.webp,https://www.ebay.com/itm/205989672045?_skw=lip_gloss&itmmeta=01KQEGMHT2VXFSQ6K28XPQB3DK&hash=item2ff5f0f46d:g:8S0AAeSwb81pYx5h&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBxgpxB%2BJ57RQxzNofcML8gZf9Frb1JBxAq6HIbbZBKkfnc8pE6%2B%2Ff%2FZWIikRfvVzwjDNXUMXeH0GpaVTZiUF9LUrBjgjjclZNAC68tM2qjtELgoiQV%2FyZfF%2BCMfSivRNz4yT54nYUByeLbeFdR0TOKHBqcyp9d86LgWj5zESI9jW3HUQMMgpdsUMHqA%2BPk%2F7Hr1oYBGGqFlEoXf4TTZbKQ8hfSHocQtppl86nBP1z0QjRa%2BKGzzupaPjVeNUWhFAnMJSVnqeyiSpVKpE%2Fdl6VxmkGKR4VOQcAuEugUY%2BC2eA%3D%3D%7Ctkp%3ABFBMop3S0Ltn,Located in United States,
32,"""Fenty Beauty Gloss Bomb Lip Gloss – Plumper Shine Glitter Liquid Lipstick Makeu",$7.39,,aussiesellerzzz,4,Free delivery,100.0,https://i.ebayimg.com/images/g/GEoAAeSwHPhp4tC1/s-l140.webp,https://www.ebay.com/itm/366360428276?_skw=lip_gloss&itmmeta=01KQEGMHT2E0ZN52M6FP8QRQ79&hash=item554cc87ef4:g:GEoAAeSwHPhp4tC1&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xB6ixLuzCvD5oWfYwjkimmf9jVvoWQKbpSszoQV0cxnn5g%2BwEFP9MePA4gem2qTSqZKmXiLaWccBaMKcgW7tai87LdGIvrizKmgW9PBNDBmD79l1NpHp8Eop9xcSDBx7whkib7L0BtXRTarSpZ%2FUyJ8G159p7QHozKwdyrfUjL5fBuyiNGhZaRY7cvwJUnNuaTKZabYo0Nk%2Bjh6%2F3Cyz74i09AlDgp1YhSXAN2eGJjJjYHyoXg0%2BvkSflduVL--x90kCRqtHtQjYYaC8G3tjsS%2B%7Ctkp%3ABk9SR6Kd0tC7Zw,Located in United States,
33,Mac Dazzleglass Lipgloss BUY 1 GET 2ND at 20% OFF 100% Authentic Discontinued!,,,gabysbeauty1,3700,Free delivery,99.2,https://i.ebayimg.com/images/g/kdUAAOSwDFVhp~L7/s-l140.webp,https://www.ebay.com/itm/115110261995?_skw=lip_gloss&itmmeta=01KQEGMHT2DM6MVPXCT9E2SRX3&hash=item1acd1b34eb:g:kdUAAOSwDFVhp~L7&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xAk4a0mTFvvDEcEC6HdEqPzxAQw1BdzOcUZ6sGLkuWm58kgE5PR9LadcaUOts41yAf1kpN9PoEqHul0oyczUsfvcMpP7wn1NxCl6W7%2B7ZrTGmNn0w4UP6GaWzzF0p%2FC5tDZQIGufCev0f07v0R4xOEmkLcvZrLoFgRLArqAzK%2FyJF0FfdF%2FNx%2F4k%2F0BLRvkw05t%2FS%2BAEcBVmdUT88yAd7FcwW%2F2aurp9pj8dzqcINdHZSWNPLGz5rNIjQu8O10HHjc%3D%7Ctkp%3ABk9SR6Kd0tC7Zw,Located in United States,Free returns
34,Rhode Peptide Lip Tint | Hydrating Lip Gloss & Moisturizing Balm – All Shades,$7.99,,primepickstore1,248,Free delivery,98.4,https://i.ebayimg.com/images/g/Y74AAeSwf8Fp4N-U/s-l140.webp,https://www.ebay.com/itm/206214124047?_skw=lip_gloss&itmmeta=01KQEGMHT27BG79R7Z23GHWE7D&hash=item300351d20f:g:Y74AAeSwf8Fp4N-U&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xBQEkm82nIiM6RMyqDL8OBLGDBU6zqa2%2Fozv%2FNlvHD0%2B2LTotARFv8HmMB0BmMJPrUNsyRCVT12ZCMjhMH5SVO%2B9EBfVZ0OSsjriYJ0V9hl6L6ZxrmZllfDtvw56SnKjScNcz7dfdTgv55nphfisbWQjojVNuq%2FGVXybLs7aqmeOgnrxBQXSo%2BW2AUqwmGSRjTDHcpAp1Bt4X%2Bzz3gQUKaeFujz%2BfTgYcNgRYfd1BOEM8I2KU5%2FuShyY61wLebQpEovH05Pu0oF%2FOiMqNN6cNlj%7Ctkp%3ABk9SR6Kd0tC7Zw,Located in United States,
35,Dior- Addict Lip Maximizer Lip Plumper Gloss Lipstick 6ml Full Size | USA SELLER,$18.80,,alcn-kk,1200,Free delivery,98.7,https://i.ebayimg.com/images/g/62AAAeSw-Y5pV809/s-l140.webp,https://www.ebay.com/itm/236561001681?_skw=lip_gloss&itmmeta=01KQEGMHT2M03EY5K7D3HM0CB1&hash=item3714226cd1:g:62AAAeSw-Y5pV809&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xC8N45jWxp3TidcU4Gs8D7DN%2FRLMwimcqquzna1br%2FFuKhGkCqjfoaWwrravWuYG%2FeV0XU7OwKrFwrcZlM1HQUsQG0xL4bLVTYrtyhYuooj3Y9fUqAbMK5V2r%2FpJg7A5bpEcLN0viwJ6bp3YfUkUwjutVy3vOXidRq8Lnh7f8m5oUy4CXxKMRxtC4PJQzClndbX1y%2Bt%2BMObaRoqiWQN53Egt07QWcbUu%2Fgrn0eAgBtKaw%3D%3D%7Ctkp%3ABk9SR6Kd0tC7Zw,Located in United States,
36,Summer Fridays Dream Lip Oil for Moisturizing Sheer Coverage all shades 0.15 oz,$10.99,,aagloballlc,1400,Free delivery,97.6,https://i.ebayimg.com/images/g/BnYAAeSwPLdpap9P/s-l140.webp,https://www.ebay.com/itm/406606092410?_skw=lip_gloss&itmmeta=01KQEGMHT2370QACHYD9FN5YNC&hash=item5eab9c987a:g:BnYAAeSwPLdpap9P&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAESuM2BewA%2FguZcmFfmL4WBw8%2FF7Joff5s05nkVQNRUkKfanH02hAaX1CpQwD%2B81DI3E0ogRn3jum2horhkNeZuDv5U7VA1JS1YiqyAk6wN%2FAAA2NtSPxn9s3JgLdjqFomu%2BELxp9bloUyzTkC%2F9tTwhhAL2tBqND%2BgsdwVK6VmuMlQFz%2FBsRhN3xtdfR%2F6UjFpcaFa8ngn%2B7P7F0kNwuaAPkrliIEhLYm7rLO--BBnEah7RNJfTuHXRtsz0Kp%2FkE3Neydo3WyLsUfqSizJW1aQAL4p8JQKo9W62%2BJI6w70w%3D%3D%7Ctkp%3ABk9SR6Kd0tC7Zw,Located in United States,
